label,window_start,lam0,c,total_cost,pnl_variance,premium0
AAPL,2024-10-22,0.03,0.25,0.30922458067324454,0.009529242577223736,9.103768000553051
AAPL,2024-10-22,0.03,0.5,0.2899928249751877,0.018242389972405224,9.103768000553051
AAPL,2024-10-22,0.03,1.0,0.26127281495046717,0.04639056581001605,9.103768000553051
AAPL,2024-10-22,0.03,1.5,0.25087586050193156,0.08343636658565103,9.103768000553051
AAPL,2024-10-22,0.03,2.0,0.251472559234126,0.14825329408438315,9.103768000553051
AAPL,2024-10-22,0.03,3.0,0.25260148533384286,0.39241464943750587,9.103768000553051
AAPL,2024-10-22,0.03,4.0,0.2537227101062237,0.7951388870302896,9.103768000553051
AAPL,2024-10-22,0.03,6.0,0.2547495736382882,1.0535093519696068,9.103768000553051
AAPL,2024-10-22,0.03,8.0,0.2553233927016888,1.1818980396432879,9.103768000553051
AAPL,2024-10-22,0.03,11.0,0.25563760843843397,1.2790852453642416,9.103768000553051
AAPL,2024-10-22,0.03,16.0,0.2560887194214323,1.490759334853223,9.103768000553051
AAPL,2024-10-22,0.3,0.25,0.34227908159213993,0.0072546965126968265,9.103768000553051
AAPL,2024-10-22,0.3,0.5,0.3125378369800036,0.0090140074216935,9.103768000553051
AAPL,2024-10-22,0.3,1.0,0.2920498197972633,0.017315679679049963,9.103768000553051
AAPL,2024-10-22,0.3,1.5,0.27874281145073365,0.02628964928226676,9.103768000553051
AAPL,2024-10-22,0.3,2.0,0.2653982382422878,0.04099827782355596,9.103768000553051
AAPL,2024-10-22,0.3,3.0,0.250747542408779,0.07488982334118895,9.103768000553051
AAPL,2024-10-22,0.3,4.0,0.2513014684432559,0.12544794187813926,9.103768000553051
AAPL,2024-10-22,0.3,6.0,0.2523600081598555,0.3265747401356453,9.103768000553051
AAPL,2024-10-22,0.3,8.0,0.25340154709252877,0.6634379131015278,9.103768000553051
AAPL,2024-10-22,0.3,11.0,0.2544416128766105,1.0021931775107757,9.103768000553051
AAPL,2024-10-22,0.3,16.0,0.25517388669417956,1.1487381191554003,9.103768000553051
AAPL,2024-10-22,3.0,0.25,0.3607324486865764,0.007026461646170638,9.103768000553051
AAPL,2024-10-22,3.0,0.5,0.3445646058157645,0.007224896865822386,9.103768000553051
AAPL,2024-10-22,3.0,1.0,0.31570700247070316,0.00859182069875692,9.103768000553051
AAPL,2024-10-22,3.0,1.5,0.3001466898706463,0.011828462712394544,9.103768000553051
AAPL,2024-10-22,3.0,2.0,0.29397446045459474,0.016043674341178017,9.103768000553051
AAPL,2024-10-22,3.0,3.0,0.28161026967992014,0.02374434031495001,9.103768000553051
AAPL,2024-10-22,3.0,4.0,0.2692230938822766,0.03664833416828778,9.103768000553051
AAPL,2024-10-22,3.0,6.0,0.25062842244311356,0.0686642576302956,9.103768000553051
AAPL,2024-10-22,3.0,8.0,0.25114264182236856,0.10731438109672538,9.103768000553051
AAPL,2024-10-22,3.0,11.0,0.25189391790061755,0.22036381138079267,9.103768000553051
AAPL,2024-10-22,3.0,16.0,0.2531034057609016,0.5528973782953126,9.103768000553051
AAPL,2024-11-19,0.03,0.25,0.24009875879216938,0.04322179900948697,9.462069838550331
AAPL,2024-11-19,0.03,0.5,0.22328362970622995,0.06216364159371692,9.462069838550331
AAPL,2024-11-19,0.03,1.0,0.21928969316548141,0.22800488396281482,9.462069838550331
AAPL,2024-11-19,0.03,1.5,0.21573011319757285,0.4070920280030052,9.462069838550331
AAPL,2024-11-19,0.03,2.0,0.2124580956788898,0.5426370875526902,9.462069838550331
AAPL,2024-11-19,0.03,3.0,0.20622802915011512,0.8219487362130127,9.462069838550331
AAPL,2024-11-19,0.03,4.0,0.1994843934568548,1.0352241685376709,9.462069838550331
AAPL,2024-11-19,0.03,6.0,0.1846298760137613,1.2675997214156909,9.462069838550331
AAPL,2024-11-19,0.03,8.0,0.16874031231247846,1.5677598653111295,9.462069838550331
AAPL,2024-11-19,0.03,11.0,0.14392346425391095,2.0915276018980524,9.462069838550331
AAPL,2024-11-19,0.03,16.0,0.10154504381514562,3.2606563089139393,9.462069838550331
AAPL,2024-11-19,0.3,0.25,0.26578714782587526,0.055130002735045855,9.462069838550331
AAPL,2024-11-19,0.3,0.5,0.2423423430273831,0.04358289298125187,9.462069838550331
AAPL,2024-11-19,0.3,1.0,0.22358486970134128,0.054715225227468474,9.462069838550331
AAPL,2024-11-19,0.3,1.5,0.22167339687697254,0.1133287999035525,9.462069838550331
AAPL,2024-11-19,0.3,2.0,0.21984065676799477,0.1967629883578647,9.462069838550331
AAPL,2024-11-19,0.3,3.0,0.2164814128749602,0.3673335805810283,9.462069838550331
AAPL,2024-11-19,0.3,4.0,0.213351265843389,0.5170189749757039,9.462069838550331
AAPL,2024-11-19,0.3,6.0,0.207567784396864,0.7470286479777648,9.462069838550331
AAPL,2024-11-19,0.3,8.0,0.2015335990320841,1.013173724540859,9.462069838550331
AAPL,2024-11-19,0.3,11.0,0.1914363853776109,1.1540175822873129,9.462069838550331
AAPL,2024-11-19,0.3,16.0,0.1733535558880454,1.4740365853510615,9.462069838550331
AAPL,2024-11-19,3.0,0.25,0.285882707746895,0.06639159386333779,9.462069838550331
AAPL,2024-11-19,3.0,0.5,0.2681038808594852,0.05653524730004171,9.462069838550331
AAPL,2024-11-19,3.0,1.0,0.2444251021340706,0.0440594581954582,9.462069838550331
AAPL,2024-11-19,3.0,1.5,0.23254973552238747,0.04305897595091476,9.462069838550331
AAPL,2024-11-19,3.0,2.0,0.22386451614085054,0.048400899225505424,9.462069838550331
AAPL,2024-11-19,3.0,3.0,0.22206861492441762,0.09897461085812052,9.462069838550331
AAPL,2024-11-19,3.0,4.0,0.22036252998817468,0.17004553657633084,9.462069838550331
AAPL,2024-11-19,3.0,6.0,0.21717885771361184,0.3337336949993057,9.462069838550331
AAPL,2024-11-19,3.0,8.0,0.21418041157580017,0.4964750670382179,9.462069838550331
AAPL,2024-11-19,3.0,11.0,0.21015373014056057,0.6254376678056058,9.462069838550331
AAPL,2024-11-19,3.0,16.0,0.2034355376916478,0.9973003361519828,9.462069838550331
AAPL,2024-12-18,0.03,0.25,0.2940075549149356,0.08269318993913062,7.810856268750098
AAPL,2024-12-18,0.03,0.5,0.24919245613496982,0.10604931743882257,7.810856268750098
AAPL,2024-12-18,0.03,1.0,0.17304114978761434,0.1826453780712581,7.810856268750098
AAPL,2024-12-18,0.03,1.5,0.1493366448699056,0.29585676510785086,7.810856268750098
AAPL,2024-12-18,0.03,2.0,0.1342231897454825,0.41121276683766594,7.810856268750098
AAPL,2024-12-18,0.03,3.0,0.10464645256544722,0.6370345897773618,7.810856268750098
AAPL,2024-12-18,0.03,4.0,0.07581295039384413,0.7397387570804276,7.810856268750098
AAPL,2024-12-18,0.03,6.0,0.01640427791122747,1.0324825100761748,7.810856268750098
AAPL,2024-12-18,0.03,8.0,0.0,1.282995158557465,7.810856268750098
AAPL,2024-12-18,0.03,11.0,0.0,1.282995158557465,7.810856268750098
AAPL,2024-12-18,0.03,16.0,0.0,1.282995158557465,7.810856268750098
AAPL,2024-12-18,0.3,0.25,0.32836380835034357,0.07170267764274384,7.810856268750098
AAPL,2024-12-18,0.3,0.5,0.29832421661790953,0.08077072834780594,7.810856268750098
AAPL,2024-12-18,0.3,1.0,0.2546762863885211,0.10175276817790904,7.810856268750098
AAPL,2024-12-18,0.3,1.5,0.2192610312248835,0.1336965219291799,7.810856268750098
AAPL,2024-12-18,0.3,2.0,0.1839592721160249,0.16901253626395724,7.810856268750098
AAPL,2024-12-18,0.3,3.0,0.1526032287604673,0.27654516701218845,7.810856268750098
AAPL,2024-12-18,0.3,4.0,0.13855665460891084,0.37160981148504973,7.810856268750098
AAPL,2024-12-18,0.3,6.0,0.11090765980113641,0.6248730993269427,7.810856268750098
AAPL,2024-12-18,0.3,8.0,0.08402104041557011,0.7125575432095718,7.810856268750098
AAPL,2024-12-18,0.3,11.0,0.043690625204739084,0.8644471291853151,7.810856268750098
AAPL,2024-12-18,0.3,16.0,0.0,1.282995158557465,7.810856268750098
AAPL,2024-12-18,3.0,0.25,0.3574322174795508,0.06864077419348524,7.810856268750098
AAPL,2024-12-18,3.0,0.5,0.3311634182868926,0.07127147463613287,7.810856268750098
AAPL,2024-12-18,3.0,1.0,0.3025570283265556,0.07909362298638718,7.810856268750098
AAPL,2024-12-18,3.0,1.5,0.27789866288271914,0.0903995740960301,7.810856268750098
AAPL,2024-12-18,3.0,2.0,0.25976829563594067,0.09825056306643544,7.810856268750098
AAPL,2024-12-18,3.0,3.0,0.22684074786271,0.12843285150044398,7.810856268750098
AAPL,2024-12-18,3.0,4.0,0.19408995055727796,0.15707725445420181,7.810856268750098
AAPL,2024-12-18,3.0,6.0,0.15569830988650554,0.2505651439385118,7.810856268750098
AAPL,2024-12-18,3.0,8.0,0.1425794870330993,0.3395425621173563,7.810856268750098
AAPL,2024-12-18,3.0,11.0,0.12314820227346228,0.5310121012381556,7.810856268750098
AAPL,2024-12-18,3.0,16.0,0.09162901213417846,0.6977511586741911,7.810856268750098
AAPL,2025-01-21,0.03,0.25,0.26636804120318097,0.11336478312365318,8.216567958702399
AAPL,2025-01-21,0.03,0.5,0.23024810907174897,0.1863938934425348,8.216567958702399
AAPL,2025-01-21,0.03,1.0,0.20844898549353064,0.3796191327699155,8.216567958702399
AAPL,2025-01-21,0.03,1.5,0.2035316625358445,0.5895674153036156,8.216567958702399
AAPL,2025-01-21,0.03,2.0,0.19866158191262734,0.8859209227067104,8.216567958702399
AAPL,2025-01-21,0.03,3.0,0.18957198664372005,1.5831763951935054,8.216567958702399
AAPL,2025-01-21,0.03,4.0,0.18123207623605886,2.211684702386888,8.216567958702399
AAPL,2025-01-21,0.03,6.0,0.1634243253776686,3.6458505887519994,8.216567958702399
AAPL,2025-01-21,0.03,8.0,0.14282516219978525,4.72571854268577,8.216567958702399
AAPL,2025-01-21,0.03,11.0,0.1112117511979166,5.743299758288122,8.216567958702399
AAPL,2025-01-21,0.03,16.0,0.05764422009046706,7.073017075474267,8.216567958702399
AAPL,2025-01-21,0.3,0.25,0.31830983647704075,0.08778397887599446,8.216567958702399
AAPL,2025-01-21,0.3,0.5,0.2727229350667814,0.10981644437030133,8.216567958702399
AAPL,2025-01-21,0.3,1.0,0.23263351986088376,0.17468394324087763,8.216567958702399
AAPL,2025-01-21,0.3,1.5,0.21728860903919653,0.25321160312632696,8.216567958702399
AAPL,2025-01-21,0.3,2.0,0.20920867709329483,0.34720626177165675,8.216567958702399
AAPL,2025-01-21,0.3,3.0,0.204584793040566,0.5372372606371584,8.216567958702399
AAPL,2025-01-21,0.3,4.0,0.2000386188422514,0.7945120613785382,8.216567958702399
AAPL,2025-01-21,0.3,6.0,0.19138860056212506,1.4693787717940676,8.216567958702399
AAPL,2025-01-21,0.3,8.0,0.18362336984947863,2.0063769518545356,8.216567958702399
AAPL,2025-01-21,0.3,11.0,0.1715759496744737,3.0131734679912814,8.216567958702399
AAPL,2025-01-21,0.3,16.0,0.14879935759018684,4.380467498023784,8.216567958702399
AAPL,2025-01-21,3.0,0.25,0.3488601044201781,0.07925176394489915,8.216567958702399
AAPL,2025-01-21,3.0,0.5,0.32212982737310636,0.08640635987653342,8.216567958702399
AAPL,2025-01-21,3.0,1.0,0.2786220664741234,0.10669173114711164,8.216567958702399
AAPL,2025-01-21,3.0,1.5,0.24859024349921754,0.1309801484621372,8.216567958702399
AAPL,2025-01-21,3.0,2.0,0.2348550908330804,0.1638320210581776,8.216567958702399
AAPL,2025-01-21,3.0,3.0,0.22058450786643496,0.23435284145163332,8.216567958702399
AAPL,2025-01-21,3.0,4.0,0.20991391230258583,0.3191558116419351,8.216567958702399
AAPL,2025-01-21,3.0,6.0,0.20556242013504045,0.4925809448422405,8.216567958702399
AAPL,2025-01-21,3.0,8.0,0.20134213851986532,0.7123926809799284,8.216567958702399
AAPL,2025-01-21,3.0,11.0,0.195234477456801,1.134163329852642,8.216567958702399
AAPL,2025-01-21,3.0,16.0,0.18584325019626646,1.8338454119646024,8.216567958702399
AAPL,2025-02-19,0.03,0.25,0.14418650402537778,0.04127090586919938,11.463689781062845
AAPL,2025-02-19,0.03,0.5,0.12433298018065751,0.06859794163616283,11.463689781062845
AAPL,2025-02-19,0.03,1.0,0.10903288370714485,0.14810344931023817,11.463689781062845
AAPL,2025-02-19,0.03,1.5,0.09513043445296787,0.21979050000433656,11.463689781062845
AAPL,2025-02-19,0.03,2.0,0.08155078305009632,0.3171144084588961,11.463689781062845
AAPL,2025-02-19,0.03,3.0,0.055133933972714336,0.6278250311142604,11.463689781062845
AAPL,2025-02-19,0.03,4.0,0.029555727279897984,0.6422610293555078,11.463689781062845
AAPL,2025-02-19,0.03,6.0,0.0,1.0569808450582674,11.463689781062845
AAPL,2025-02-19,0.03,8.0,0.0,1.0569808450582674,11.463689781062845
AAPL,2025-02-19,0.03,11.0,0.0,1.0569808450582674,11.463689781062845
AAPL,2025-02-19,0.03,16.0,0.0,1.0569808450582674,11.463689781062845
AAPL,2025-02-19,0.3,0.25,0.17120551306669732,0.048374658110058595,11.463689781062845
AAPL,2025-02-19,0.3,0.5,0.14733299640100514,0.0404183702406245,11.463689781062845
AAPL,2025-02-19,0.3,1.0,0.12651170754740415,0.06851501443579372,11.463689781062845
AAPL,2025-02-19,0.3,1.5,0.11766464987309898,0.09923832653639565,11.463689781062845
AAPL,2025-02-19,0.3,2.0,0.11102600092827636,0.14333825078589077,11.463689781062845
AAPL,2025-02-19,0.3,3.0,0.09812011028466511,0.19869802886626348,11.463689781062845
AAPL,2025-02-19,0.3,4.0,0.08543099227579364,0.2841102063169937,11.463689781062845
AAPL,2025-02-19,0.3,6.0,0.060719687211926186,0.5515429053807381,11.463689781062845
AAPL,2025-02-19,0.3,8.0,0.03684918266379321,0.6458876379365701,11.463689781062845
AAPL,2025-02-19,0.3,11.0,0.0016844098505386597,1.0149544401176738,11.463689781062845
AAPL,2025-02-19,0.3,16.0,0.0,1.0569808450582674,11.463689781062845
AAPL,2025-02-19,3.0,0.25,0.1891459536196211,0.056761691769672,11.463689781062845
AAPL,2025-02-19,3.0,0.5,0.17348929625070894,0.049410167613668184,11.463689781062845
AAPL,2025-02-19,3.0,1.0,0.15025394117615706,0.039726263272845584,11.463689781062845
AAPL,2025-02-19,3.0,1.5,0.13524953586342026,0.050505414989954665,11.463689781062845
AAPL,2025-02-19,3.0,2.0,0.12855220647928245,0.06734398514172013,11.463689781062845
AAPL,2025-02-19,3.0,3.0,0.11910954061757041,0.0893355796983492,11.463689781062845
AAPL,2025-02-19,3.0,4.0,0.11289929384492373,0.13510569652818039,11.463689781062845
AAPL,2025-02-19,3.0,6.0,0.10089547947597069,0.18190131162317658,11.463689781062845
AAPL,2025-02-19,3.0,8.0,0.08903305943860922,0.25838393444330526,11.463689781062845
AAPL,2025-02-19,3.0,11.0,0.07162099447341626,0.42173611158928453,11.463689781062845
AAPL,2025-02-19,3.0,16.0,0.04361982687746143,0.687758446309448,11.463689781062845
AAPL,2025-03-19,0.03,0.25,0.3218151129317716,0.39848351655193304,11.776572021475765
AAPL,2025-03-19,0.03,0.5,0.26442313600819023,0.36427609679193995,11.776572021475765
AAPL,2025-03-19,0.03,1.0,0.18511759885844156,0.40675201127012767,11.776572021475765
AAPL,2025-03-19,0.03,1.5,0.14199702985157572,0.6173100510642734,11.776572021475765
AAPL,2025-03-19,0.03,2.0,0.11270010929603828,0.6820899410018236,11.776572021475765
AAPL,2025-03-19,0.03,3.0,0.07507886103969595,0.8702573175450908,11.776572021475765
AAPL,2025-03-19,0.03,4.0,0.055649655174213594,1.2523633505475387,11.776572021475765
AAPL,2025-03-19,0.03,6.0,0.015631103835127277,3.1894412361559024,11.776572021475765
AAPL,2025-03-19,0.03,8.0,0.0,4.717539488287731,11.776572021475765
AAPL,2025-03-19,0.03,11.0,0.0,4.717539488287731,11.776572021475765
AAPL,2025-03-19,0.03,16.0,0.0,4.717539488287731,11.776572021475765
AAPL,2025-03-19,0.3,0.25,0.3584621447951249,0.4395862700732877,11.776572021475765
AAPL,2025-03-19,0.3,0.5,0.3262308037451506,0.40322503310335633,11.776572021475765
AAPL,2025-03-19,0.3,1.0,0.2716085423473469,0.366782806186439,11.776572021475765
AAPL,2025-03-19,0.3,1.5,0.22796313010582506,0.3676639486177585,11.776572021475765
AAPL,2025-03-19,0.3,2.0,0.19379291537122936,0.39165483393017575,11.776572021475765
AAPL,2025-03-19,0.3,3.0,0.1484038885385147,0.5567406126438711,11.776572021475765
AAPL,2025-03-19,0.3,4.0,0.12120182630507804,0.6819690344470182,11.776572021475765
AAPL,2025-03-19,0.3,6.0,0.07940993480394036,0.8178976894303572,11.776572021475765
AAPL,2025-03-19,0.3,8.0,0.06112833331317654,1.1179902503186883,11.776572021475765
AAPL,2025-03-19,0.3,11.0,0.034382209199855684,2.021840115287237,11.776572021475765
AAPL,2025-03-19,0.3,16.0,0.0,4.717539488287731,11.776572021475765
AAPL,2025-03-19,3.0,0.25,0.3802811914913927,0.4622354969502785,11.776572021475765
AAPL,2025-03-19,3.0,0.5,0.3612104890127977,0.4425323429220855,11.776572021475765
AAPL,2025-03-19,3.0,1.0,0.33032996797956404,0.40786636265143345,11.776572021475765
AAPL,2025-03-19,3.0,1.5,0.3038212412128818,0.3836816612312593,11.776572021475765
AAPL,2025-03-19,3.0,2.0,0.27826799906360966,0.36984309141615945,11.776572021475765
AAPL,2025-03-19,3.0,3.0,0.23611223819106486,0.36448019722473723,11.776572021475765
AAPL,2025-03-19,3.0,4.0,0.2018463658219918,0.38157469149864626,11.776572021475765
AAPL,2025-03-19,3.0,6.0,0.15439088205499105,0.5088504758510117,11.776572021475765
AAPL,2025-03-19,3.0,8.0,0.12903746074397007,0.67692034973521,11.776572021475765
AAPL,2025-03-19,3.0,11.0,0.09075484197209621,0.7496588306614069,11.776572021475765
AAPL,2025-03-19,3.0,16.0,0.06633433386735547,0.9995362698359895,11.776572021475765
AAPL,2025-04-16,0.03,0.25,0.18456361685068928,0.09215245604453683,18.97708764309479
AAPL,2025-04-16,0.03,0.5,0.16321107490044534,0.1062110181358583,18.97708764309479
AAPL,2025-04-16,0.03,1.0,0.1324472557633975,0.12702708291345632,18.97708764309479
AAPL,2025-04-16,0.03,1.5,0.12468970046482536,0.14844193914207202,18.97708764309479
AAPL,2025-04-16,0.03,2.0,0.11747467216786034,0.19698714538190631,18.97708764309479
